OTU	pident	title	genus	species
Otu05229	95.257	Prevotella copri	Prevotella	copri
Otu05230	98.024	Lactobacillus salivarius	Lactobacillus	salivarius
Otu05231	94.466	Monoglobus pectinilyticus	Monoglobus	pectinilyticus
Otu05232	93.305	Oscillibacter ruminantium	Oscillibacter	ruminantium
Otu05233	94.65	Faecalibacterium prausnitzii	Faecalibacterium	prausnitzii
Otu05238	95.652	Ruminococcus faecis	Ruminococcus	faecis
Otu05239	95.652	Parabacteroides chongii	Parabacteroides	chongii
Otu05241	96.047	Bariatricus massiliensis	Bariatricus	massiliensis
Otu05242	96.838	Blautia faecicola	Blautia	faecicola
Otu05243	94.444	Propionispira arcuata	Propionispira	arcuata
Otu05245	97.984	Blautia faecicola	Blautia	faecicola
Otu05246	98.016	Streptococcus hyointestinalis	Streptococcus	hyointestinalis
Otu05247	94.466	Colidextribacter massiliensis	Colidextribacter	massiliensis
Otu05252	96.063	Blautia obeum	Blautia	obeum
Otu05253	98.4	Citrobacter koseri	Citrobacter	koseri
Otu05257	95.181	Faecalibacterium prausnitzii	Faecalibacterium	prausnitzii
Otu05260	97.468	Prevotella stercorea	Prevotella	stercorea
Otu05261	99.213	Ruminococcus faecis	Ruminococcus	faecis
Otu05263	96.047	Faecalibacterium prausnitzii	Faecalibacterium	prausnitzii
Otu05264	94	Oscillibacter ruminantium	Oscillibacter	ruminantium
Otu05267	94.466	Kineothrix alysoides	Kineothrix	alysoides
Otu05268	95.652	Herbinix luporum	Herbinix	luporum
Otu05269	97.49	Faecalicatena orotica	Faecalicatena	orotica
Otu05271	93.676	Faecalimonas umbilicata	Faecalimonas	umbilicata
Otu05272	94.142	Anaerostipes hadrus	Anaerostipes	hadrus
Otu05273	94.862	Blautia glucerasea	Blautia	glucerasea
Otu05274	96.25	Eubacterium xylanophilum	Eubacterium	xylanophilum
Otu05277	93.281	Prevotellamassilia timonensis	Prevotellamassilia	timonensis
Otu05278	96.667	Muricomes intestini	Muricomes	intestini
Otu05292	96.457	Faecalicatena contorta	Faecalicatena	contorta
Otu05293	95.6	Faecalibacterium prausnitzii	Faecalibacterium	prausnitzii
Otu05295	94.118	Oscillibacter ruminantium	Oscillibacter	ruminantium
Otu05298	96.596	Selenomonas bovis	Selenomonas	bovis
Otu05299	94.882	Eubacterium oxidoreducens	Eubacterium	oxidoreducens
Otu05301	93.701	Prevotella copri	Prevotella	copri
Otu05302	99.206	Fibrobacter intestinalis	Fibrobacter	intestinalis
Otu05304	93.6	[Eubacterium] rectale	[Eubacterium]	rectale
Otu05305	96.4	Clostridium chartatabidum	Clostridium	chartatabidum
Otu05307	96.838	Lactobacillus salivarius	Lactobacillus	salivarius
Otu05308	95.238	Dorea longicatena	Dorea	longicatena
Otu05309	95.257	Succinivibrio dextrinosolvens	Succinivibrio	dextrinosolvens
Otu05310	95.2	Succinivibrio dextrinosolvens	Succinivibrio	dextrinosolvens
Otu05312	98.745	Eubacterium coprostanoligenes	Eubacterium	coprostanoligenes
Otu05315	95.833	[Clostridium] saccharolyticum	[Clostridium]	saccharolyticum
Otu05316	94.466	Helicobacter muridarum	Helicobacter	muridarum
Otu05318	96.838	Treponema porcinum	Treponema	porcinum
Otu05321	96.443	Blautia faecicola	Blautia	faecicola
Otu05323	94.466	Clostridium paraputrificum	Clostridium	paraputrificum
Otu05324	97.233	Clostridium chartatabidum	Clostridium	chartatabidum
Otu05325	98.419	Blautia faecicola	Blautia	faecicola
Otu05326	94.071	Sporobacter termitidis	Sporobacter	termitidis
Otu05329	96.825	Subdoligranulum variabile	Subdoligranulum	variabile
Otu05339	98.413	Klebsiella aerogenes	Klebsiella	aerogenes
Otu05340	94.071	Anaerotignum aminivorans	Anaerotignum	aminivorans
Otu05341	96.047	Coprococcus eutactus	Coprococcus	eutactus
Otu05345	94.466	[Clostridium] symbiosum	[Clostridium]	symbiosum
Otu05346	98.419	Citrobacter europaeus	Citrobacter	europaeus
Otu05348	97.233	Bifidobacterium boum	Bifidobacterium	boum
Otu05349	99.605	Treponema succinifaciens	Treponema	succinifaciens
Otu05351	96.457	Anaerotignum lactatifermentans	Anaerotignum	lactatifermentans
Otu05352	96.443	Blautia faecis	Blautia	faecis
Otu05353	97.233	[Eubacterium] rectale	[Eubacterium]	rectale
Otu05356	94.841	Faecalibacterium prausnitzii	Faecalibacterium	prausnitzii
Otu05357	97.628	Butyrivibrio crossotus	Butyrivibrio	crossotus
Otu05360	95.652	Prevotellamassilia timonensis	Prevotellamassilia	timonensis
Otu05361	98.814	Treponema berlinense	Treponema	berlinense
Otu05362	98.333	Faecalibacterium prausnitzii	Faecalibacterium	prausnitzii
Otu05366	96.063	Pseudobutyrivibrio ruminis	Pseudobutyrivibrio	ruminis
Otu05368	97.222	Mitsuokella multacida	Mitsuokella	multacida
Otu05378	94.862	Lachnotalea glycerini	Lachnotalea	glycerini
Otu05380	97.233	Blautia schinkii	Blautia	schinkii
Otu05382	95.257	Faecalicatena orotica	Faecalicatena	orotica
Otu05383	97.628	Campylobacter coli	Campylobacter	coli
Otu05385	98	Rothia aeria	Rothia	aeria
Otu05390	95.652	[Clostridium] xylanolyticum	[Clostridium]	xylanolyticum
Otu05392	94.862	Kineothrix alysoides	Kineothrix	alysoides
Otu05395	93.004	[Ruminococcus] gnavus	[Ruminococcus]	gnavus
Otu05397	94.862	[Eubacterium] hallii	[Eubacterium]	hallii
Otu05402	94.444	Anaerovibrio lipolyticus	Anaerovibrio	lipolyticus
Otu05404	95.257	Hungatella effluvii	Hungatella	effluvii
Otu05411	99.206	Butyricimonas paravirosa	Butyricimonas	paravirosa
Otu05413	94.779	Olsenella profusa	Olsenella	profusa
Otu05416	96.863	Lactobacillus caviae	Lactobacillus	caviae
Otu05418	96.838	Neglecta timonensis	Neglecta	timonensis
Otu05420	98.024	Klebsiella aerogenes	Klebsiella	aerogenes
Otu05421	95.652	Prevotella stercorea	Prevotella	stercorea
Otu05423	96.8	Lactobacillus intestinalis	Lactobacillus	intestinalis
Otu05426	98.4	Cloacibacillus porcorum	Cloacibacillus	porcorum
Otu05430	95.257	Prevotella copri	Prevotella	copri
Otu05435	94.466	Parasporobacterium paucivorans	Parasporobacterium	paucivorans
Otu05436	93.676	Sporobacter termitidis	Sporobacter	termitidis
Otu05440	95.257	Hungatella effluvii	Hungatella	effluvii
Otu05441	95.652	[Eubacterium] rectale	[Eubacterium]	rectale
Otu05442	97.628	Lactobacillus caviae	Lactobacillus	caviae
Otu05444	94.466	Olsenella uli	Olsenella	uli
Otu05446	95.257	Prevotella copri	Prevotella	copri
Otu05448	97.233	Flavonifractor plautii	Flavonifractor	plautii
Otu05449	95.276	Acutalibacter muris	Acutalibacter	muris
Otu05450	95.257	Blautia glucerasea	Blautia	glucerasea
Otu05452	97.222	Olsenella umbonata	Olsenella	umbonata
Otu05454	96.85	Coprococcus comes	Coprococcus	comes
Otu05456	94.355	Peptococcus niger	Peptococcus	niger
Otu05458	96.443	Selenomonas bovis	Selenomonas	bovis
Otu05459	93.676	Prevotella copri	Prevotella	copri
Otu05463	93.2	Succinivibrio dextrinosolvens	Succinivibrio	dextrinosolvens
Otu05467	97.628	Bifidobacterium adolescentis	Bifidobacterium	adolescentis
Otu05468	95.635	Selenomonas bovis	Selenomonas	bovis
Otu05470	94	Eubacterium ruminantium	Eubacterium	ruminantium
Otu05471	93.651	Mogibacterium neglectum	Mogibacterium	neglectum
Otu05473	96.016	Selenomonas bovis	Selenomonas	bovis
Otu05474	96.838	Treponema berlinense	Treponema	berlinense
Otu05475	95.257	Kineothrix alysoides	Kineothrix	alysoides
Otu05476	97.628	Veillonella parvula	Veillonella	parvula
Otu05478	93.249	Prevotella multisaccharivorax	Prevotella	multisaccharivorax
Otu05479	98.024	Fusicatenibacter saccharivorans	Fusicatenibacter	saccharivorans
Otu05480	95.652	Lachnospira pectinoschiza	Lachnospira	pectinoschiza
Otu05481	96.443	Lachnoclostridium pacaense	Lachnoclostridium	pacaense
Otu05482	95.669	Muricomes intestini	Muricomes	intestini
Otu05484	98.326	Megasphaera elsdenii	Megasphaera	elsdenii
Otu05487	97.59	Selenomonas bovis	Selenomonas	bovis
Otu05491	93.701	Monoglobus pectinilyticus	Monoglobus	pectinilyticus
Otu05495	93.361	Prevotellamassilia timonensis	Prevotellamassilia	timonensis
Otu05496	94.444	Selenomonas bovis	Selenomonas	bovis
Otu05497	98.016	Actinobacillus porcinus	Actinobacillus	porcinus
Otu05499	96.838	Frisingicoccus caecimuris	Frisingicoccus	caecimuris
Otu05500	94.882	Neglecta timonensis	Neglecta	timonensis
Otu05501	98.008	Olsenella umbonata	Olsenella	umbonata
Otu05502	95.635	Lactobacillus leichmannii	Lactobacillus	leichmannii
Otu05503	96.311	Propionispira arcuata	Propionispira	arcuata
Otu05504	97.628	Blautia obeum	Blautia	obeum
Otu05505	96.825	Megasphaera elsdenii	Megasphaera	elsdenii
Otu05509	99.209	Butyricicoccus faecihominis	Butyricicoccus	faecihominis
Otu05510	98.024	Collinsella aerofaciens	Collinsella	aerofaciens
Otu05512	99.587	Intestinibaculum porci	Intestinibaculum	porci
Otu05513	95.238	Selenomonas bovis	Selenomonas	bovis
Otu05515	97.908	Kineothrix alysoides	Kineothrix	alysoides
Otu05517	95.669	Clostridium saudiense	Clostridium	saudiense
Otu05518	99.603	Selenomonas lacticifex	Selenomonas	lacticifex
Otu05521	96.032	Ihubacter massiliensis	Ihubacter	massiliensis
Otu05524	96.429	Dialister succinatiphilus	Dialister	succinatiphilus
Otu05526	96.047	Clostridium saudiense	Clostridium	saudiense
Otu05527	94.4	Pseudoflavonifractor phocaeensis	Pseudoflavonifractor	phocaeensis
Otu05529	98.824	Methanobrevibacter millerae	Methanobrevibacter	millerae
Otu05531	99.167	Bacteroides vulgatus	Bacteroides	vulgatus
Otu05532	95.238	Anaerovibrio lipolyticus	Anaerovibrio	lipolyticus
Otu05533	98.819	Ruminococcus faecis	Ruminococcus	faecis
Otu05534	96.443	Prevotella copri	Prevotella	copri
Otu05535	95.257	Kineothrix alysoides	Kineothrix	alysoides
Otu05538	98.745	Muricomes intestini	Muricomes	intestini
Otu05539	93.651	Harryflintia acetispora	Harryflintia	acetispora
Otu05548	93.776	Enterorhabdus muris	Enterorhabdus	muris
Otu05550	96	Herbinix luporum	Herbinix	luporum
Otu05551	98.024	[Pasteurella] aerogenes	[Pasteurella]	aerogenes
Otu05552	97.233	Ruminococcus lactaris	Ruminococcus	lactaris
Otu05553	95.257	Clostridium saudiense	Clostridium	saudiense
Otu05554	97.447	Veillonella dispar	Veillonella	dispar
Otu05557	96.443	Prevotella copri	Prevotella	copri
Otu05559	98.024	Cloacibacillus porcorum	Cloacibacillus	porcorum
Otu05560	99.605	Olsenella scatoligenes	Olsenella	scatoligenes
Otu05561	96.838	Pseudobutyrivibrio ruminis	Pseudobutyrivibrio	ruminis
Otu05562	94.821	Monoglobus pectinilyticus	Monoglobus	pectinilyticus
Otu05564	98.814	Erwinia iniecta	Erwinia	iniecta
Otu05566	94.071	Prevotella copri	Prevotella	copri
Otu05568	98.024	Lactobacillus caviae	Lactobacillus	caviae
Otu05570	98.406	Methanobrevibacter smithii	Methanobrevibacter	smithii
Otu05571	95.276	Bacteroides xylanolyticus	Bacteroides	xylanolyticus
Otu05575	96.443	Treponema porcinum	Treponema	porcinum
Otu05577	93.625	Monoglobus pectinilyticus	Monoglobus	pectinilyticus
Otu05582	96.443	Cloacibacillus porcorum	Cloacibacillus	porcorum
Otu05584	95.257	Bacteroides xylanolyticus	Bacteroides	xylanolyticus
Otu05586	97.2	Eubacterium coprostanoligenes	Eubacterium	coprostanoligenes
Otu05587	94.841	Selenomonas bovis	Selenomonas	bovis
Otu05589	93.6	Monoglobus pectinilyticus	Monoglobus	pectinilyticus
Otu05591	96.825	Herbaspirillum seropedicae	Herbaspirillum	seropedicae
Otu05593	94.466	Pseudobutyrivibrio ruminis	Pseudobutyrivibrio	ruminis
Otu05595	94.862	Anaerostipes hadrus	Anaerostipes	hadrus
Otu05599	98.024	Escherichia marmotae	Escherichia	marmotae
Otu05602	96.443	Lactobacillus ultunensis	Lactobacillus	ultunensis
Otu05604	94.444	Megasphaera elsdenii	Megasphaera	elsdenii
Otu05605	94.466	Kineothrix alysoides	Kineothrix	alysoides
Otu05606	98.016	Lactobacillus leichmannii	Lactobacillus	leichmannii
Otu05607	95.669	Blautia luti	Blautia	luti
Otu05609	95.669	Anaerotignum lactatifermentans	Anaerotignum	lactatifermentans
Otu05610	97.222	Megasphaera hexanoica	Megasphaera	hexanoica
Otu05611	94.51	[Clostridium] sphenoides	[Clostridium]	sphenoides
Otu05612	93.333	Mobilitalea sibirica	Mobilitalea	sibirica
Otu05615	97.244	Blautia luti	Blautia	luti
Otu05616	98.024	Kineothrix alysoides	Kineothrix	alysoides
Otu05619	96.85	Holdemanella biformis	Holdemanella	biformis
Otu05620	99.174	Collinsella bouchesdurhonensis	Collinsella	bouchesdurhonensis
Otu05626	97.071	Prevotella copri	Prevotella	copri
Otu05628	94.821	Blautia faecis	Blautia	faecis
Otu05629	98.024	Cloacibacillus porcorum	Cloacibacillus	porcorum
Otu05631	93.651	Olsenella profusa	Olsenella	profusa
Otu05632	94.071	Eubacterium oxidoreducens	Eubacterium	oxidoreducens
Otu05633	95.635	Acidaminococcus intestini	Acidaminococcus	intestini
Otu05634	95.062	Catenibacterium mitsuokai	Catenibacterium	mitsuokai
Otu05635	96.85	Coprococcus catus	Coprococcus	catus
Otu05636	95.257	Roseburia faecis	Roseburia	faecis
Otu05639	97.638	Ruminococcus bromii	Ruminococcus	bromii
Otu05642	96.735	Gemmiger formicilis	Gemmiger	formicilis
Otu05643	93.701	Roseburia faecis	Roseburia	faecis
Otu05644	96.838	Lactobacillus salivarius	Lactobacillus	salivarius
Otu05646	99.213	Methanosphaera stadtmanae	Methanosphaera	stadtmanae
Otu05647	95.257	Succinivibrio dextrinosolvens	Succinivibrio	dextrinosolvens
Otu05649	96.471	Pseudoscardovia radai	Pseudoscardovia	radai
Otu05650	96.047	Blautia faecicola	Blautia	faecicola
Otu05651	94.862	Prevotella copri	Prevotella	copri
Otu05653	99.163	Bifidobacterium adolescentis	Bifidobacterium	adolescentis
Otu05654	96.443	[Eubacterium] hallii	[Eubacterium]	hallii
Otu05656	94.094	Blautia faecis	Blautia	faecis
Otu05657	99.209	Intestinibaculum porci	Intestinibaculum	porci
Otu05659	94.488	Prevotella copri	Prevotella	copri
Otu05661	93.388	Prevotella copri	Prevotella	copri
Otu05663	93.281	Ihubacter massiliensis	Ihubacter	massiliensis
Otu05667	94.071	Methyloversatilis thermotolerans	Methyloversatilis	thermotolerans
Otu05668	97.233	[Clostridium] leptum	[Clostridium]	leptum
Otu05669	96.85	Luteolibacter gellanilyticus	Luteolibacter	gellanilyticus
Otu05671	95.652	Meiothermus granaticius	Meiothermus	granaticius
Otu05673	95.238	Megasphaera elsdenii	Megasphaera	elsdenii
Otu05675	94.466	Pseudoflavonifractor phocaeensis	Pseudoflavonifractor	phocaeensis
Otu05681	94.862	Coralloluteibacterium thermophilus	Coralloluteibacterium	thermophilus
Otu05682	93.307	Enterorhabdus muris	Enterorhabdus	muris
Otu05684	99.606	Actinomycetospora chlora	Actinomycetospora	chlora
Otu05685	93.676	Butyricicoccus pullicaecorum	Butyricicoccus	pullicaecorum
Otu05686	94.488	Merdimonas faecis	Merdimonas	faecis
Otu05688	96.429	Dialister succinatiphilus	Dialister	succinatiphilus
Otu05689	99.209	Reyranella aquatilis	Reyranella	aquatilis
Otu05694	96.047	Roseburia faecis	Roseburia	faecis
Otu05695	97.244	Blautia faecicola	Blautia	faecicola
Otu05696	96.443	Sulfurirhabdus autotrophica	Sulfurirhabdus	autotrophica
Otu05697	98.039	Alysiella crassa	Alysiella	crassa
Otu05698	94.862	Tepidamorphus gemmatus	Tepidamorphus	gemmatus
Otu05699	96.838	Pseudorhodoplanes sinuspersici	Pseudorhodoplanes	sinuspersici
Otu05701	93.676	Luteitalea pratensis	Luteitalea	pratensis
Otu05706	100	Fenollaria massiliensis	Fenollaria	massiliensis
Otu05707	94.071	Nitrosospira multiformis	Nitrosospira	multiformis
Otu05709	94.071	Faecalibacterium prausnitzii	Faecalibacterium	prausnitzii
Otu05711	93.388	Bacteroides stercorirosoris	Bacteroides	stercorirosoris
Otu05717	93.676	Starkeya novella	Starkeya	novella
Otu05719	96.443	Terrimonas pekingensis	Terrimonas	pekingensis
Otu05722	96.838	Luteolibacter algae	Luteolibacter	algae
Otu05724	94.466	Flintibacter butyricus	Flintibacter	butyricus
Otu05725	94.466	Flintibacter butyricus	Flintibacter	butyricus
Otu05729	99.209	Georgenia subflava	Georgenia	subflava
Otu05730	94.882	Nitrospira japonica	Nitrospira	japonica
Otu05731	95.556	Chloroflexus aggregans	Chloroflexus	aggregans
Otu05739	95.686	Longimicrobium terrae	Longimicrobium	terrae
Otu05742	94.466	Prevotella disiens	Prevotella	disiens
Otu05743	94.466	Monoglobus pectinilyticus	Monoglobus	pectinilyticus
Otu05744	93.625	Bacteroides propionicifaciens	Bacteroides	propionicifaciens
Otu05745	95.238	Ileibacterium massiliense	Ileibacterium	massiliense
Otu05746	94	Monoglobus pectinilyticus	Monoglobus	pectinilyticus
Otu05749	95.669	Aquisphaera giovannonii	Aquisphaera	giovannonii
Otu05750	94.862	Eubacterium coprostanoligenes	Eubacterium	coprostanoligenes
Otu05756	96.047	Chlamydia suis	Chlamydia	suis
Otu05758	97.233	Gracilibacter thermotolerans	Gracilibacter	thermotolerans
Otu05762	99.209	Virgisporangium myanmarense	Virgisporangium	myanmarense
Otu05765	94.071	Lachnospira pectinoschiza	Lachnospira	pectinoschiza
Otu05768	94.466	Ruminococcus gauvreauii	Ruminococcus	gauvreauii
Otu05774	93.361	Anaerovibrio lipolyticus	Anaerovibrio	lipolyticus
Otu05777	98.419	Citrobacter europaeus	Citrobacter	europaeus
Otu05782	94.488	Anaerostipes hadrus	Anaerostipes	hadrus
Otu05788	99.209	Paracoccus mangrovi	Paracoccus	mangrovi
Otu05791	93.145	Luteitalea pratensis	Luteitalea	pratensis
Otu05792	94.071	Nitrospirillum amazonense	Nitrospirillum	amazonense
Otu05793	100	Brachymonas denitrificans	Brachymonas	denitrificans
Otu05795	94.979	[Clostridium] viride	[Clostridium]	viride
Otu05798	97.177	Lautropia mirabilis	Lautropia	mirabilis
Otu05804	98.413	Streptococcus minor	Streptococcus	minor
Otu05810	94.862	Howardella ureilytica	Howardella	ureilytica
Otu05811	100	Sulfurisoma sediminicola	Sulfurisoma	sediminicola
Otu05816	95.652	Lactobacillus ultunensis	Lactobacillus	ultunensis
Otu05826	98.419	Leucobacter populi	Leucobacter	populi
Otu05829	94.466	Aggregicoccus edonensis	Aggregicoccus	edonensis
Otu05835	95.652	Megasphaera elsdenii	Megasphaera	elsdenii
Otu05836	93.676	Ruminococcus champanellensis	Ruminococcus	champanellensis
Otu05840	94.466	Prevotella copri	Prevotella	copri
Otu05848	96.653	Clostridium chartatabidum	Clostridium	chartatabidum
Otu05849	100	Ezakiella massiliensis	Ezakiella	massiliensis
Otu05851	94.071	Meiothermus granaticius	Meiothermus	granaticius
Otu05853	93.6	Desulfosporosinus fructosivorans	Desulfosporosinus	fructosivorans
Otu05860	99.209	Nocardioides dubius	Nocardioides	dubius
Otu05861	94.094	Aquisphaera giovannonii	Aquisphaera	giovannonii
Otu05862	94.862	Oscillibacter ruminantium	Oscillibacter	ruminantium
Otu05863	94.862	Roseburia hominis	Roseburia	hominis
Otu05867	97.628	Stenotrophobacter terrae	Stenotrophobacter	terrae
Otu05876	96.341	Vicinamibacter silvestris	Vicinamibacter	silvestris
Otu05879	99.209	Canibacter oris	Canibacter	oris
Otu05880	95.669	Pseudoramibacter alactolyticus	Pseudoramibacter	alactolyticus
Otu05881	98.419	Geobacter argillaceus	Geobacter	argillaceus
Otu05883	100	Dietzia papillomatosis	Dietzia	papillomatosis
Otu05886	93.6	Peptococcus niger	Peptococcus	niger
Otu05891	95.238	Asteroleplasma anaerobium	Asteroleplasma	anaerobium
Otu05894	94.466	Hungatella effluvii	Hungatella	effluvii
Otu05895	96.825	Selenomonas bovis	Selenomonas	bovis
Otu05897	93.725	Agathobacter ruminis	Agathobacter	ruminis
Otu05900	96.047	Dorea formicigenerans	Dorea	formicigenerans
Otu05902	93.676	Roseburia faecis	Roseburia	faecis
Otu05904	98.819	Dorea longicatena	Dorea	longicatena
Otu05905	94.841	Ihubacter massiliensis	Ihubacter	massiliensis
Otu05908	97.222	Selenomonas bovis	Selenomonas	bovis
Otu05915	93.574	Acidaminococcus fermentans	Acidaminococcus	fermentans
Otu05920	94.466	Shigella dysenteriae	Shigella	dysenteriae
Otu05923	96.4	Pseudoflavonifractor phocaeensis	Pseudoflavonifractor	phocaeensis
Otu05924	94.538	Megasphaera elsdenii	Megasphaera	elsdenii
Otu05926	98.814	Methylocapsa acidiphila	Methylocapsa	acidiphila
Otu05932	100	Treponema porcinum	Treponema	porcinum
Otu05936	98	Cloacibacillus porcorum	Cloacibacillus	porcorum
Otu05937	93.281	Lachnoclostridium pacaense	Lachnoclostridium	pacaense
Otu05939	96.838	Stenotrophobacter terrae	Stenotrophobacter	terrae
Otu05942	96.047	Blautia producta	Blautia	producta
Otu05943	95.652	Geodermatophilus pulveris	Geodermatophilus	pulveris
Otu05944	95.257	Niastella yeongjuensis	Niastella	yeongjuensis
Otu05947	96.032	Streptococcus pasteurianus	Streptococcus	pasteurianus
Otu05948	95	Monoglobus pectinilyticus	Monoglobus	pectinilyticus
Otu05949	94.882	[Eubacterium] rectale	[Eubacterium]	rectale
Otu05951	93.307	Roseomonas oryzicola	Roseomonas	oryzicola
Otu05952	97.244	Legionella drancourtii	Legionella	drancourtii
Otu05955	94.444	Mitsuokella jalaludinii	Mitsuokella	jalaludinii
Otu05956	93.676	Prevotella fusca	Prevotella	fusca
Otu05959	98.024	Chromatocurvus halotolerans	Chromatocurvus	halotolerans
Otu05960	97.233	Pseudoflavonifractor capillosus	Pseudoflavonifractor	capillosus
